% Model,FULLCELL_NFM_charge_1C_mesh_fine.mph
% Version,COMSOL 6.4.0.293
% Date,"Jul 24 2026, 15:01"
% Dimension,3
% Nodes,46054
% Expressions,1
% Description,"因变量 cPos, 因变量 cNeg"
% Length unit,m
% X,Y,Z,solid.mises (Pa) @ t=1906.7
1.0048785856156765E-6,6.091785544555658E-6,1.0497101825231063E-6,NaN
6.165647572967454E-7,6.804E-6,1.3326435764373359E-6,NaN
7.386815445520229E-7,7.0788054200006925E-6,5.798401794266093E-7,NaN
1.0647003102726616E-6,7.06376967548296E-6,0,NaN
1.3326435764373564E-6,6.804E-6,6.165647572967343E-7,NaN
0,6.368048217923982E-6,0,NaN
1.3326435764373564E-6,6.804E-6,6.165647572967343E-7,NaN
1.0647003102726616E-6,7.06376967548296E-6,0,NaN
1.6056074542205022E-6,6.213607454220502E-6,6.013610804398351E-7,NaN
0,6.368048217923982E-6,0,NaN
2.1960000000000002E-6,6.804E-6,3.95999999999999E-7,NaN
1.3326435764373564E-6,6.804E-6,6.165647572967343E-7,NaN
1.8649225253695772E-6,7.070363844514577E-6,0,NaN
1.6056074542205022E-6,6.213607454220502E-6,6.013610804398351E-7,NaN
1.3326435764373564E-6,6.804E-6,6.165647572967343E-7,NaN
1.0647003102726616E-6,7.06376967548296E-6,0,NaN
1.8649225253695772E-6,7.070363844514577E-6,0,NaN
1.6056074542205022E-6,6.213607454220502E-6,6.013610804398351E-7,NaN
1.6051839749812883E-6,5.7593505020432915E-6,8.544919489619576E-7,NaN
1.5023772167546152E-6,5.169044863655133E-6,8.109429080299178E-7,NaN
1.0048785856156765E-6,6.091785544555658E-6,1.0497101825231063E-6,NaN
1.0068606827952948E-6,5.54720883144732E-6,0,NaN
1.5023772167546152E-6,5.169044863655133E-6,8.109429080299178E-7,NaN
7.891704659539955E-7,5.206436713473248E-6,1.136584696223507E-6,NaN
1.0048785856156765E-6,6.091785544555658E-6,1.0497101825231063E-6,NaN
1.0068606827952948E-6,5.54720883144732E-6,0,NaN
5.867351620202983E-7,6.214185842526769E-6,1.6461036998794156E-6,NaN
8.854765419055615E-7,5.697248266441183E-6,1.6504462757447725E-6,NaN
0,5.767627511789476E-6,9.164009917035731E-7,NaN
1.0048785856156765E-6,6.091785544555658E-6,1.0497101825231063E-6,NaN
8.854765419055615E-7,5.697248266441183E-6,1.6504462757447725E-6,NaN
7.891704659539955E-7,5.206436713473248E-6,1.136584696223507E-6,NaN
0,5.767627511789476E-6,9.164009917035731E-7,NaN
1.0048785856156765E-6,6.091785544555658E-6,1.0497101825231063E-6,NaN
5.867351620202983E-7,6.214185842526769E-6,1.6461036998794156E-6,NaN
0,6.286117770933043E-6,1.9186846493647553E-6,NaN
3.95999999999999E-7,6.804E-6,2.1960000000000002E-6,NaN
6.165647572967454E-7,6.804E-6,1.3326435764373359E-6,NaN
0,7.091466500065856E-6,1.935636538986996E-6,NaN
6.178289074345917E-7,7.344160482552178E-6,1.519536656070776E-6,NaN
3.95999999999999E-7,6.804E-6,2.1960000000000002E-6,NaN
6.165647572967454E-7,6.804E-6,1.3326435764373359E-6,NaN
3.95999999999999E-7,6.804E-6,2.1960000000000002E-6,NaN
0,7.091466500065856E-6,1.935636538986996E-6,NaN
6.165647572967454E-7,6.804E-6,1.3326435764373359E-6,NaN
0,6.286117770933043E-6,1.9186846493647553E-6,NaN
8.854765419055615E-7,5.697248266441183E-6,1.6504462757447725E-6,NaN
5.867351620202983E-7,6.214185842526769E-6,1.6461036998794156E-6,NaN
0,5.767627511789476E-6,9.164009917035731E-7,NaN
0,5.035072426772387E-6,2.086256167363861E-6,NaN
0,6.286117770933043E-6,1.9186846493647553E-6,NaN
5.867351620202983E-7,6.214185842526769E-6,1.6461036998794156E-6,NaN
3.95999999999999E-7,6.804E-6,2.1960000000000002E-6,NaN
5.86668564018709E-7,5.997741772654444E-6,2.1960000000000002E-6,NaN
5.86668564018709E-7,5.997741772654444E-6,2.1960000000000002E-6,NaN
8.854765419055615E-7,5.697248266441183E-6,1.6504462757447725E-6,NaN
0,5.035072426772387E-6,2.086256167363861E-6,NaN
5.867351620202983E-7,6.214185842526769E-6,1.6461036998794156E-6,NaN
5.86668564018709E-7,5.997741772654444E-6,2.1960000000000002E-6,NaN
0,6.286117770933043E-6,1.9186846493647553E-6,NaN
5.867351620202983E-7,6.214185842526769E-6,1.6461036998794156E-6,NaN
0,5.035072426772387E-6,2.086256167363861E-6,NaN
1.7495636737505809E-6,1.749563673750581E-6,2.435628766967562E-6,NaN
1.1555144214252498E-6,1.9277215663471982E-6,2.7827402070450883E-6,NaN
1.1017291547484977E-6,2.1761244667880395E-6,1.276765506417446E-6,NaN
1.431145584044388E-6,8.747818368752914E-7,1.7882274937714858E-6,NaN
5.93599557399672E-7,2.7E-6,3.378378229244704E-6,NaN
0,2.130115548360911E-6,3.3171605368322973E-6,NaN
0,2.6141106867675072E-6,2.4781480415359408E-6,NaN
1.1555144214252498E-6,1.9277215663471982E-6,2.7827402070450883E-6,NaN
4.904281922423523E-7,2.242718044496898E-6,3.856258326455935E-6,NaN
5.93599557399672E-7,2.7E-6,3.378378229244704E-6,NaN
0,2.130115548360911E-6,3.3171605368322973E-6,NaN
0,2.9165851914116977E-6,3.883467879104335E-6,NaN
4.904281922423523E-7,2.242718044496898E-6,3.856258326455935E-6,NaN
0,2.130115548360911E-6,3.3171605368322973E-6,NaN
5.93599557399672E-7,2.7E-6,3.378378229244704E-6,NaN
8.323185614862299E-7,1.689160178596952E-6,3.4188415206221517E-6,NaN
8.323185614862299E-7,1.689160178596952E-6,3.4188415206221517E-6,NaN
4.904281922423523E-7,2.242718044496898E-6,3.856258326455935E-6,NaN
0,2.130115548360911E-6,3.3171605368322973E-6,NaN
0,1.0461162932534057E-6,3.7077294148288762E-6,NaN
8.323185614862299E-7,1.689160178596952E-6,3.4188415206221517E-6,NaN
5.93599557399672E-7,2.7E-6,3.378378229244704E-6,NaN
1.1555144214252498E-6,1.9277215663471982E-6,2.7827402070450883E-6,NaN
0,2.130115548360911E-6,3.3171605368322973E-6,NaN
8.323185614862299E-7,1.689160178596952E-6,3.4188415206221517E-6,NaN
1.1555144214252498E-6,1.9277215663471982E-6,2.7827402070450883E-6,NaN
8.069331957758545E-7,1.1127757426478121E-6,2.7592454171267687E-6,NaN
0,2.130115548360911E-6,3.3171605368322973E-6,NaN
5.459818798791982E-7,1.8936465178401896E-6,4.302E-6,NaN
8.323185614862299E-7,1.689160178596952E-6,3.4188415206221517E-6,NaN
1.0728042200657666E-6,1.0745050311476732E-6,4.302E-6,NaN
0,1.0461162932534057E-6,3.7077294148288762E-6,NaN
5.459818798791982E-7,1.8936465178401896E-6,4.302E-6,NaN
0,2.139383093162223E-6,4.2698757791190826E-6,NaN
4.904281922423523E-7,2.242718044496898E-6,3.856258326455935E-6,NaN
0,1.0461162932534057E-6,3.7077294148288762E-6,NaN
4.904281922423523E-7,2.242718044496898E-6,3.856258326455935E-6,NaN
5.459818798791982E-7,1.8936465178401896E-6,4.302E-6,NaN
0,1.0461162932534057E-6,3.7077294148288762E-6,NaN
8.323185614862299E-7,1.689160178596952E-6,3.4188415206221517E-6,NaN
0,3.0052597845924602E-6,3.162406411657499E-6,NaN
5.93599557399672E-7,2.7E-6,3.378378229244704E-6,NaN
0,2.6141106867675072E-6,2.4781480415359408E-6,NaN
9.296354764644496E-7,3.3298241441792074E-6,2.9756776405354243E-6,NaN
8.323185614862299E-7,1.689160178596952E-6,3.4188415206221517E-6,NaN
8.069331957758545E-7,1.1127757426478121E-6,2.7592454171267687E-6,NaN
1.1555144214252498E-6,1.9277215663471982E-6,2.7827402070450883E-6,NaN
1.6138663915517103E-6,9.12164896396726E-7,3.34598774750374E-6,NaN
1.7495636737505809E-6,1.749563673750581E-6,2.435628766967562E-6,NaN
1.1555144214252498E-6,1.9277215663471982E-6,2.7827402070450883E-6,NaN
1.431145584044388E-6,8.747818368752914E-7,1.7882274937714858E-6,NaN
1.6138663915517103E-6,9.12164896396726E-7,3.34598774750374E-6,NaN
8.069331957758545E-7,1.1127757426478121E-6,2.7592454171267687E-6,NaN
1.1555144214252498E-6,1.9277215663471982E-6,2.7827402070450883E-6,NaN
1.6138663915517103E-6,9.12164896396726E-7,3.34598774750374E-6,NaN
1.431145584044388E-6,8.747818368752914E-7,1.7882274937714858E-6,NaN
8.323185614862299E-7,1.689160178596952E-6,3.4188415206221517E-6,NaN
8.069331957758545E-7,1.1127757426478121E-6,2.7592454171267687E-6,NaN
1.6138663915517103E-6,9.12164896396726E-7,3.34598774750374E-6,NaN
0,1.0461162932534057E-6,3.7077294148288762E-6,NaN
1.0728042200657666E-6,1.0745050311476732E-6,4.302E-6,NaN
1.0634993685743028E-6,0,3.7923711262486346E-6,NaN
0,1.0461162932534057E-6,3.7077294148288762E-6,NaN
1.6138663915517103E-6,9.12164896396726E-7,3.34598774750374E-6,NaN
8.323185614862299E-7,1.689160178596952E-6,3.4188415206221517E-6,NaN
1.0728042200657666E-6,1.0745050311476732E-6,4.302E-6,NaN
0,1.0461162932534057E-6,3.7077294148288762E-6,NaN
1.6138663915517103E-6,9.12164896396726E-7,3.34598774750374E-6,NaN
1.892839394338732E-6,5.462841977947647E-7,4.302E-6,NaN
1.0728042200657666E-6,1.0745050311476732E-6,4.302E-6,NaN
1.6138663915517103E-6,9.12164896396726E-7,3.34598774750374E-6,NaN
1.0634993685743028E-6,0,3.7923711262486346E-6,NaN
1.892839394338732E-6,5.462841977947647E-7,4.302E-6,NaN
2.039481073223166E-6,0,4.518116684041905E-6,NaN
1.0634993685743028E-6,0,3.7923711262486346E-6,NaN
2.199109244651391E-6,5.107068461292449E-7,3.8059113611249017E-6,NaN
2.199109244651391E-6,5.107068461292449E-7,3.8059113611249017E-6,NaN
1.892839394338732E-6,5.462841977947647E-7,4.302E-6,NaN
1.6138663915517103E-6,9.12164896396726E-7,3.34598774750374E-6,NaN
1.0634993685743028E-6,0,3.7923711262486346E-6,NaN
1.0992185929628102E-6,3.3370847121470574E-6,2.0967460120096285E-6,NaN
1.3558800572458623E-6,2.7E-6,2.4356287669676695E-6,NaN
9.296354764644496E-7,3.3298241441792074E-6,2.9756776405354243E-6,NaN
0,2.6141106867675072E-6,2.4781480415359408E-6,NaN
1.1555144214252498E-6,1.9277215663471982E-6,2.7827402070450883E-6,NaN
5.93599557399672E-7,2.7E-6,3.378378229244704E-6,NaN
1.3558800572458623E-6,2.7E-6,2.4356287669676695E-6,NaN
0,2.6141106867675072E-6,2.4781480415359408E-6,NaN
9.296354764644496E-7,3.3298241441792074E-6,2.9756776405354243E-6,NaN
5.93599557399672E-7,2.7E-6,3.378378229244704E-6,NaN
0,2.6141106867675072E-6,2.4781480415359408E-6,NaN
1.3558800572458623E-6,2.7E-6,2.4356287669676695E-6,NaN
